SourceIdentifier,SourceFileName,GLAccountCode,Division,SubDivision,ProfitCentre1,ProfitCentre2,PlantCode,ReturnPeriod,SupplierGSTIN,DocumentType,SupplyType,DocumentNumber,DocumentDate,OriginalDocumentNumber,OriginalDocumentDate,CRDRPreGST,LineNumber,CustomerGSTIN,UINorComposition,OriginalCustomerGSTIN,CustomerName,CustomerCode,BillToState,ShipToState,POS,PortCode,ShippingBillNumber,ShippingBillDate,FOB,ExportDuty,HSNorSAC,ProductCode,ProductDescription,CategoryOfProduct,UnitOfMeasurement,Quantity,TaxableValue,IntegratedTaxRate,IntegratedTaxAmount,CentralTaxRate,CentralTaxAmount,StateUTTaxRate,StateUTTaxAmount,CessRateAdvalorem,CessAmountAdvalorem,CessRateSpecific,CessAmountSpecific,InvoiceValue,ReverseChargeFlag,TCSFlag,eComGSTIN,ITCFlag,ReasonForCreditDebitNote,AccountingVoucherNumber,AccountingVoucherDate,Userdefinedfield1,Userdefinedfield2,Userdefinedfield3
"","","","","","","","G001","'112023","29ABCDE1234P2Z1","DR","DXP","TOTAL-43","'2023-06-01","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","","33","","","","","","37071000","","wheat","","KGS","10.000","1000.00","18.000","180.00","","","","","9.000","90.00","9.00","90.00","1360.00","N","O","","","","EYEV368470","2022-05-26","","",""
"","","","","","","","G001","'112023","29ABCDE1234P2Z1","DR","SEZWP","TOTAL-44","'2023-06-01","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","","33","","","","","","37071000","","wheat","","KGS","10.000","1000.00","18.000","180.00","","","","","9.000","90.00","9.00","90.00","1360.00","N","O","","","","EYEV368470","2022-05-26","","",""
"","","","DP2","","EYP2","","P2","'102023","33GSPTN1235G1ZA","RNV","EXT","ABCUL-7","'2023-07-01","ABCUL-7","2023-07-01","N","23","33GSPTN0481G1ZA","","","","","","","07","","","","","","37071000","","","","NOS","","16938311.56","","","","","","","","","","","16938311.56","N","N","","","","","","","",""
"","","","DP2","","EYP2","","P2","'102023","33GSPTN1235G1ZA","RNV","NON","ABCUL-8","'2023-07-01","ABCUL-8","2023-07-01","N","22","33GSPTN0481G1ZA","","","","","","","07","","","","","","37071000","","","","NOS","","16938311.56","","","","","","","","","","","16938311.56","N","N","","","","","","","",""
"","","","DP2","","EYP2","","P2","'102023","33GSPTN1235G1ZA","RCR","DXP","ABCUL-10","'2023-07-01","ABCUL-10","2023-07-01","N","35","33GSPTN0481G1ZA","","","","","","","22","INABG1","himddd4","'2018-03-01","","","37071000","","","","NOS","","6000.00","18.000","1080.00","","","","","","","","","600000.00","N","N","","","","","","","",""
"","","","DP2","","EYP2","","P2","'102023","33GSPTN1235G1ZA","RDR","DTA","ABCUL-11","'2023-07-01","ABCUL-11","2023-07-01","N","34","33GSPTN0481G1ZA","","","","","","","22","INABG1","himddd3","'2018-03-01","","","37071000","","","","NOS","","6000.00","18.000","1080.00","","","","","","","","","600000.00","N","N","","","","","","","",""
"","","","DP2","","EYP2","","P2","'102023","33GSPTN1786G1ZA","RNV","EXT","AMITUL-7","'2023-07-01","AMITUL-7","2023-07-01","N","23","33GSPTN0481G1ZA","","","","","","","07","","","","","","37071000","","","","NOS","","16938311.56","","","","","","","","","","","16938311.56","N","N","","","","","","","",""
"","","","DP2","","EYP2","","P2","'102023","33GSPTN1786G1ZA","RNV","NON","AMITUL-8","'2023-07-01","AMITUL-8","2023-07-01","N","22","33GSPTN0481G1ZA","","","","","","","07","","","","","","37071000","","","","NOS","","16938311.56","","","","","","","","","","","16938311.56","N","N","","","","","","","",""
"","","","DP2","","EYP2","","P2","'102023","33GSPTN1786G1ZA","RCR","DXP","AMITUL-10","'2023-07-01","AMITUL-10","2023-07-01","N","35","33GSPTN0481G1ZA","","","","","","","22","INABG1","himddd4","'2018-03-01","","","37071000","","","","NOS","","6000.00","18.000","1080.00","","","","","","","","","600000.00","N","N","","","","","","","",""
"","","","DP2","","EYP2","","P2","'102023","33GSPTN1786G1ZA","RDR","DTA","AMITUL-11","'2023-07-01","AMITUL-11","2023-07-01","N","34","33GSPTN0481G1ZA","","","","","","","22","INABG1","himddd3","'2018-03-01","","","37071000","","","","NOS","","6000.00","18.000","1080.00","","","","","","","","","600000.00","N","N","","","","","","","",""
"","","","DP2","","EYP2","","P2","'102023","33GSPTN1786G1ZA","RCR","DXP","AUL-01","'2023-07-01","AUL-01","2023-07-01","N","35","33GSPTN0481G1ZA","","","","","","","22","INABG1","himddd4","'2018-03-01","","","37071000","","","","NOS","","600000.00","18.000","1080.00","","","","","","","","","300000.00","Y","N","","","","","","","",""
"","","","DP2","","EYP2","","P2","'102023","33GSPTN1786G1ZA","RDR","DTA","AUL-02","'2023-07-01","AUL-02","2023-07-01","N","34","33GSPTN0481G1ZA","","","","","","","22","INABG1","himddd3","'2018-03-01","","","37071000","","","","NOS","","600000.00","18.000","1080.00","","","","","","","","","300000.00","Y","N","","","","","","","",""
"FILE","FGR-22","GLAV","G1","FGR-55","PC11","PC21","G001","'022024","29AAAPH9357H000","INV","TAX","FB24-11","'2024-02-13","ERP-SCN1","2024-01-18","N","1","33GSPTN0481G1ZA","","","ESTUATE SOFTWARE TECHNOLOGIESA","ER-6767","33","33","29","INBLR4","4564566","'2024-01-18","567.45","8888.00","25232910","SD678","Electronics","SOD345","KGS","10.000","4200.00","0.000","0.00","9.000","378.00","9.000","378.00","1.000","42.00","2.00","84.00","5576.00","N","N","","T3","","FB24-11","2024-02-13","FGR UD1","FGR UD2","FGR UD3"
"FILE","FGR-22","GLAV","G1","FGR-55","PC11","PC21","G001","'022024","29AAAPH9357H000","INV","TAX","FB24-31","'2024-02-13","ERP-SCN1","2024-01-18","N","1","33GSPTN0481G1ZA","","","ESTUATE SOFTWARE TECHNOLOGIESA","ER-6767","33","33","29","INBLR4","4564566","'2024-01-18","567.45","8888.00","25232910","SD678","Electronics","SOD345","KGS","10.000","4200.00","0.000","0.00","9.000","378.00","9.000","378.00","1.000","42.00","2.00","84.00","5576.00","N","N","","T3","","FB24-31","2024-02-13","FGR UD1","FGR UD2","FGR UD3"
"FILE","FGR-22","GLAV","G1","FGR-55","PC11","PC21","G001","'022024","29AAAPH9357H000","INV","TAX","FB24-32","'2024-02-13","ERP-SCN1","2024-01-18","N","1","33GSPTN0481G1ZA","","","ESTUATE SOFTWARE TECHNOLOGIESA","ER-6767","33","33","29","INBLR4","4564566","'2024-01-18","567.45","8888.00","25232910","SD678","Electronics","SOD345","KGS","10.000","4200.00","0.000","0.00","9.000","378.00","9.000","378.00","1.000","42.00","2.00","84.00","5576.00","N","N","","T3","","FB24-32","2024-02-13","FGR UD1","FGR UD2","FGR UD3"
"FILE","FGR-22","GLAV","G1","FGR-55","PC11","PC21","G001","'022024","29AAAPH9357H000","INV","TAX","PAT/VALID-1","'2024-02-29","ERP-SCN1","2023-06-26","N","000001","33GSPTN0481G1ZA","","","ESTUATE SOFTWARE TECHNOLOGIESA","ER-6767","33","33","33","INBLR4","4564566","'2022-01-18","567.45","8888.00","25232910","SD678","Electronics","SOD345","NOS","1000.000","152000.00","12.000","18240.00","0.000","0.00","0.000","0.00","0.000","0.00","","0.00","170240.00","N","N","","T3","","PAT/VALID-1","2024-02-29","FGR UD1","FGR UD2","FGR UD3"
"FILE","FGR-22","GLAV","G1","FGR-55","PC11","PC21","G001","'022024","29AAAPH9357H000","INV","TAX","PAT/VALID-2","'2024-02-29","ERP-SCN1","2023-06-26","N","000001","33GSPTN0481G1ZA","","","ESTUATE SOFTWARE TECHNOLOGIESA","ER-6767","33","33","33","INBLR4","4564566","'2022-01-18","567.45","8888.00","25232910","SD678","Electronics","SOD345","NOS","1000.000","152000.00","12.000","18240.00","0.000","0.00","0.000","0.00","0.000","0.00","","0.00","170240.00","N","N","","T3","","PAT/VALID-2","2024-02-29","FGR UD1","FGR UD2","FGR UD3"
"FILE","FGR-22","GLAV","G1","FGR-55","PC11","PC21","G001","'022024","29AAAPH9357H000","INV","TAX","PAT/VALID-3","'2024-02-29","ERP-SCN1","2023-06-26","N","000001","33GSPTN0481G1ZA","","","ESTUATE SOFTWARE TECHNOLOGIESA","ER-6767","33","33","33","INBLR4","4564566","'2022-01-18","567.45","8888.00","25232910","SD678","Electronics","SOD345","NOS","1000.000","152000.00","12.000","18240.00","0.000","0.00","0.000","0.00","0.000","0.00","","0.00","170240.00","N","N","","T3","","PAT/VALID-3","2024-02-29","FGR UD1","FGR UD2","FGR UD3"
"FILE","FGR-22","GLAV","G1","FGR-55","PC11","PC21","G001","'022024","29AAAPH9357H000","INV","TAX","PAT/VALID-4","'2024-02-29","ERP-SCN1","2023-06-26","N","000001","33GSPTN0481G1ZA","","","ESTUATE SOFTWARE TECHNOLOGIESA","ER-6767","33","33","33","INBLR4","4564566","'2022-01-18","567.45","8888.00","25232910","SD678","Electronics","SOD345","NOS","1000.000","152000.00","12.000","18240.00","0.000","0.00","0.000","0.00","0.000","0.00","","0.00","170240.00","N","N","","T3","","PAT/VALID-4","2024-02-29","FGR UD1","FGR UD2","FGR UD3"
"","","","","","","","G001","'012024","01GSPTN1786G1ZA","INV","TAX","FAILED-001","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'012024","01GSPTN1786G1ZA","INV","TAX","FAILED-003","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","FAILED-003","2021-08-10","","",""
"","","","","","","","G001","'012024","01GSPTN1786G1ZA","INV","TAX","FAILED-005","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","FAILED-005","2021-08-10","","",""
"","","","","","","","G001","'012024","01GSPTN1786G1ZA","INV","TAX","FAILED-007","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","FAILED-007","2021-08-10","","",""
"","","","","","","","G001","'012024","01GSPTN1786G1ZA","INV","TAX","FAILED-009","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","6000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","FAILED-009","2021-08-10","","",""
"","","","","","","","G001","'012024","01GSPTN1786G1ZA","CR","TAX","FAILED-011","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","9000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","FAILED-011","2021-08-10","","",""
"","","","","","","","G001","'012024","01GSPTN1786G1ZA","INV","TAX","FAILED-013","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","6000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","FAILED-013","2021-08-10","","",""
"","","","","","","","G001","'012024","01GSPTN1786G1ZA","INV","TAX","FAILED-017","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","6000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","FAILED-017","2021-08-10","","",""
"","","","","","","","G001","'012024","01GSPTN1786G1ZA","INV","TAX","FAILED/11-101","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","6000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","FAILED/11-101","2021-07-10","","",""
"","","","","","","","G001","'012024","01GSPTN1786G1ZA","INV","TAX","FAILED-025","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","6000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","FAILED-025","2021-08-10","","",""
"","","","","","","","G001","'012024","01GSPTN1786G1ZA","INV","TAX","FAILED-00712","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","6000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","FAILED-00712","2021-08-10","","",""
"","","","","","","","G001","'012024","01GSPTN1786G1ZA","INV","TAX","FAILED-015","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","6000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","FAILED-015","2021-08-10","","",""
"","","","","","","","G001","'012024","01GSPTN1786G1ZA","INV","TAX","FAILED-021","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","6000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","FAILED-021","2021-08-10","","",""
"","","","","","","","G001","'012024","01GSPTN1786G1ZA","INV","TAX","FAILED-022","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","6000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","FAILED-022","2021-08-10","","",""
"","","","","","","","G001","'012024","01GSPTN1786G1ZA","CR","TAX","FAILED-035","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","6000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","FAILED-035","2021-08-10","","",""
"","","","","","","","G001","'012024","01GSPTN1786G1ZA","INV","TAX","FAILED-036","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","6000.00","","","","","","700.00","","700.00","55000.00","N","N","","","","FAILED-036","2021-08-10","","",""
"","","","","","","","G001","'012024","01GSPTN1786G1ZA","INV","TAX","FAILED-037","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","6000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","FAILED-037","2021-08-10","","",""
"","","","","","","","G001","'012024","01GSPTN1786G1ZA","CR","TAX","FAILED-038","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","6000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","FAILED-035","2021-08-10","","",""
"FILE","FGR-22","GLAV","DV1","FGR-55","PC11","PC21","G003","'032024","29AAAPH9357H000","INV","TAX","EWBEXT009","'2024-03-19","4569881","2022-04-04","N","000001","33GSPTN0481G1ZA","","","ESTUATE SOFTWARE TECHNOLOGIESA","ER-6767","33","33","33","INBLR4","4564566","'2022-01-18","567.45","8888.00","25232910","SD678","Electronics","SOD345","NOS","1000.000","152000.00","12.000","18240.00","0.000","0.00","0.000","0.00","0.000","0.00","","0.00","170239.00","N","N","","T3","","EWBEXT009","2024-03-19","FGR UD1","FGR UD2","FGR UD3"
"","","","","","","","G001","'032024","33GSPTN0481G1ZA","INV","DTA","INVPROD-1","'2022-02-01","DASHALL-1","2022-02-01","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","33","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","Y","32AAICA3918J1C2","","","DASHALL-1","2022-02-01","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-01","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-01","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-02","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-02","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-05","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-05","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-06","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-06","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-11","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-11","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-12","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-12","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-18","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-18","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-17","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-17","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-19","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-19","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-20","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-20","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-25","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-25","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-26","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-26","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-29","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-29","0204-02-08","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-30","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-30","1122-02-01","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-15","'2023-01-10","","0204-02-08","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-15","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-16","'2023-01-10","","1122-02-01","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-16","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-07","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-07","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-08","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-08","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-09","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","'0204-02-08","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-09","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-10","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","'1122-02-01","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-10","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-14","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-14","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-13","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-13","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-21","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-21","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-22","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-22","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-23","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-23","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-24","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-24","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-27","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-27","2021-08-10","","",""
"","","","","","","","G001","'122023","22GSPTN1786G1ZA","INV","TAX","ER24-28","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","5000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","ER24-28","2021-08-10","","",""
"","","","","","","","G001","'042024","33GSPTN0481G1ZA","INV","TAX","AJ29-001","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","90000.00","18.000","6000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","NOV21-001","2021-08-10","","",""
"","","","","","","","G001","'042024","33GSPTN0481G1ZA","INV","TAX","AJ29-002","'2023-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","90000.00","18.000","6000.00","","","","","","600.00","","600.00","55000.00","N","N","","","","NOV21-001","2021-08-10","","",""
"","","","","","","","G001","'032024","33GSPTN0482G1Z9","INV","TAX","B2BAJI-11","'2024-01-01","","","N","123","33GSPTN0481G1ZA","","","ABC Company","","33","","32","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","12.000","120.00","","","1000.00","N","N","","","","B2BA-1","2024-01-01","","",""
"","","","","","","","G001","'032024","33GSPTN0482G1Z9","INV","TAX","B2BAJI-12","'2024-01-01","","","N","123","33GSPTN0481G1ZA","","","ABC Company","","33","","32","","","","","","37071000","","Automobile","","NOS","1.000","2000.00","18.000","360.00","","","","","12.000","240.00","","","1000.00","N","N","","","","B2BA-2","2024-01-01","","",""
"","","","","","","","G001","'042024","33GSPTN0482G1Z9","INV","TAX","2TEST-HSN1","'2024-01-10","","","N","1","33GSPTN0481G1ZA","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","14400.00","","","","","","600.00","","600.00","55000.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'042024","33GSPTN0482G1Z9","INV","TAX","2TEST-HSN3","'2024-01-10","","","N","1","33GSPTN0481G1ZA","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","30.000","90000.00","18.000","16200.00","","","","","","550.00","","550.00","55000.00","Y","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'042024","33GSPTN0482G1Z9","INV","TAX","2TEST-HSN5","'2024-01-10","","","N","1","33GSPTN0481G1ZA","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","50.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-001","2021-08-10","","",""
